1731 1 0 -99.0
1732 7 0 -99.0
1732 8 0 -99.0
1733 12 31 .0
1734 4 0 -99.0
1734 9 0 -99.0
1734 10 0 -99.0
1735 11 0 -99.0
1738 2 0 -99.0
1740 2 0 -99.0
1740 6 5 12.0
1740 7 8 13.1
1740 9 10 13.5
1740 11 0 -99.0
1741 6 0 -99.0
1741 10 0 -99.0
1742 8 2 23.5
1742 10 1 19.0
1743 1 0 -99.0
1743 7 5 13.0
1744 4 0 -99.0
1744 8 0 -99.0
1744 10 0 -99.0
1745 8 0 -99.0
1747 10 0 -99.0
1749 11 11 128.9
1750 5 0 -99.0
1752 4 1 24.0
1752 8 25 17.3
1752 10 17 31.1
1753 11 0 -99.0
1753 12 1 .0
1754 2 0 -99.0
1755 2 28 6.4
1755 3 31 5.3
1756 3 31 3.9
1756 6 19 12.6
1756 8 23 2.6
1756 12 12 7.5
1758 6 0 -99.0
1760 3 8 72.0
1760 7 0 -99.0
1761 8 31 65.8
1762 5 20 33.6
1762 6 30 54.4
1762 7 25 25.0
1762 10 13 50.3
1763 3 28 22.3
1763 9 8 57.0
1764 2 21 39.8
1764 9 16 20.3
1764 12 6 30.5
1765 8 31 6.9
1766 1 6 .0
1766 3 12 21.5
1766 4 30 .0
1767 7 31 23.6
1769 8 31 106.2
1769 9 30 121.9
1769 11 24 128.8
1770 3 31 75.2
1771 11 28 88.9
1772 1 18 90.9
1772 3 23 44.3
1772 4 30 85.8
1772 5 22 42.3
1772 6 14 58.7
1775 12 31 7.5
1777 11 18 51.4
1779 3 2 72.0
1779 6 2 72.0
1780 10 1 45.0
1781 9 0 -99.0
1781 10 14 73.6
1782 12 0 -99.0
1783 8 0 -99.0
1783 9 0 -99.0
1783 10 2 .0
1784 7 1 .0
1785 9 1 37.0
1786 6 8 48.0
1786 8 7 65.1
1788 1 1 72.0
1788 4 11 72.0
1790 4 0 -99.0
1792 9 0 -99.0
1794 6 0 -99.0
1796 3 1 .0
1796 5 8 6.3
1796 9 30 14.7
1797 8 31 6.5
1799 5 17 6.7
1801 7 26 45.5
1802 11 23 15.6
1803 9 16 15.6
1804 1 15 28.6
1805 10 6 13.0
1807 3 4 3.0
1807 10 31 .0
1808 4 18 10.4
1811 8 31 .0
1812 3 31 .0
1812 8 31 14.0
1813 3 31 .0
1814 1 31 11.1
1814 10 28 17.8
1815 4 30 17.9
1815 12 26 14.6
1818 4 30 21.8
1818 7 31 18.7
1819 8 31 25.6
1820 6 30 7.9
1821 7 31 1.7
1821 12 31 .0
1822 11 30 .0
1825 5 31 10.5
1825 11 30 14.5
1826 1 31 13.3
1827 4 30 46.7
1828 12 31 42.5
1829 7 31 81.7
1829 8 31 71.8
1829 11 30 61.6
1830 3 31 80.6
1830 7 31 38.0
1831 10 31 42.5
1832 9 30 5.4
1833 2 28 12.3
1833 7 31 6.3
1836 9 30 69.0
1837 2 28 138.4
1837 3 31 104.8
1837 11 17 77.9
1838 9 30 54.5
1839 5 31 41.4
1841 11 30 14.3
1842 6 30 16.2
1842 7 31 9.4
1843 5 31 10.2
1843 9 30 4.2
1844 3 31 13.2
1844 8 31 16.7
1844 12 31 15.7
1845 2 28 30.0
1846 3 31 40.3
1846 11 24 39.8
1847 7 31 30.8
1848 6 30 81.8
1848 8 31 92.2
1849 8 31 63.6
1849 11 30 87.2
1849 12 31 76.2
1851 4 30 52.3
1851 8 31 56.3
1855 12 31 1.4
1857 4 30 6.1
1857 9 30 32.6
1858 4 30 29.3
1858 5 31 37.0
1858 7 31 48.3
1859 7 31 85.2
1861 6 30 80.1
1861 7 31 72.5
1862 4 30 47.9
1863 3 31 58.8
1863 7 31 34.6
1866 2 28 23.5
1868 3 31 17.4
1868 6 30 24.9
1868 9 30 38.8
1869 4 30 35.0
1869 8 31 67.1
1871 9 30 68.2
1872 4 30 80.3
1872 11 30 69.1
1874 10 31 26.7
1875 9 30 6.7
1877 2 28 7.2
1877 5 31 15.8
1877 6 30 7.8
1879 2 28 .1
1880 3 31 15.5
1880 8 31 34.6
1881 8 31 43.5
1883 3 31 39.2
1883 10 31 68.0
1884 7 31 51.1
1884 9 30 60.3
1885 1 31 45.4
1885 8 31 45.6
1885 12 31 26.3
1887 9 30 6.3
1887 11 30 6.6
1888 6 30 6.5
1888 8 31 8.1
1889 1 31 .2
1889 7 31 11.9
1889 10 31 2.7
1890 5 31 8.1
1890 12 31 10.1
1891 3 31 17.2
1892 6 30 79.5
1894 4 30 80.9
1894 8 31 77.4
1895 8 31 67.0
1896 6 30 39.9
1896 10 31 31.7
1897 5 31 21.7
1897 8 31 23.3
1898 1 31 37.4
1898 10 31 33.0
1899 2 28 9.3
1899 5 31 8.7
1899 6 30 18.5
1899 11 30 8.0
1900 4 30 18.1
1901 8 31 .1
1902 7 31 .7
1903 1 31 7.8
1904 2 29 23.9
1907 8 31 60.7
1908 1 31 52.4
1908 2 29 45.9
1908 3 31 39.3
1910 4 30 12.2
1910 12 31 6.9
1912 8 31 .0
1913 1 31 1.8
1914 1 31 3.5
1915 6 30 57.8
1915 7 31 67.5
1917 11 30 101.2
1918 4 30 89.8
1919 4 30 58.6
1921 11 30 18.4
1922 6 30 8.6
1922 7 31 12.8
1923 12 31 4.0
1924 6 30 21.2
1924 7 31 34.1
1925 5 31 48.2
1925 10 31 78.1
1927 11 30 67.2
1929 1 31 67.2
1929 11 30 79.5
1931 3 31 34.1
1932 4 30 10.0
1933 1 31 15.5
1933 7 31 4.3
1933 8 31 .5
1933 10 31 3.1
1933 12 31 .4
1935 4 30 15.3
1936 1 31 65.7
1938 12 31 105.7
1939 1 31 102.4
1940 8 31 92.1
1941 12 31 39.3
1943 8 31 25.1
1944 4 30 .0
1944 7 31 5.6
1944 9 30 11.5
1945 1 31 26.3
1945 4 30 30.9
1945 6 30 42.4
1945 11 30 59.3
1946 3 31 84.4
1947 5 31 182.4
1948 4 30 168.0
1948 7 31 126.6
1949 4 30 148.9
1949 8 31 110.0
1950 1 31 97.1
1951 4 30 67.2
1951 12 31 37.1
1952 1 31 38.3
1952 3 31 21.9
1952 6 30 41.2
1954 1 31 .0
1955 1 31 24.8
1955 10 31 62.4
1956 1 31 68.3
1957 3 31 145.4
1957 7 31 168.9
1957 9 30 164.1
1957 12 31 219.0
1958 1 31 220.0
1958 7 31 167.0
1959 3 31 174.2
1959 9 30 139.9
1960 6 30 105.2
1962 3 31 36.0
1963 2 28 24.2
1963 5 31 36.5
1963 10 31 27.9
1963 12 31 11.8
1964 6 30 9.2
1965 11 30 14.6
1966 8 31 54.7
1966 11 30 60.0
1968 11 30 76.2
1970 4 30 106.0
1970 11 30 104.5
1972 3 31 86.2
1973 12 31 23.4
1974 8 31 43.1
1974 9 30 42.9
1975 9 30 17.7
1977 7 31 24.5
1977 9 30 43.8
1978 6 30 106.6
1978 8 31 67.5
1978 9 30 129.9
1979 6 30 151.3
1980 8 31 145.4
1981 8 31 149.6
1981 10 31 150.2
1982 2 28 157.8
1982 4 30 138.1
1982 8 31 106.5
1982 11 30 103.7
1984 5 31 55.9
1985 11 30 14.2
1985 12 31 10.4
1986 5 31 14.2
1986 11 30 14.5
1988 10 31 112.3
1989 5 31 146.1
1989 12 31 156.9
1991 8 31 179.2
1991 10 31 127.2
1994 9 30 32.1
1995 5 31 15.1
